,Address,Sale Date,Sale Price,Acres,Year  Built,Square Ft,price_number,price_sf,Year,lat,long,GEOID
4156,2130 HONEYSUCKLE DR,3/29/22,"$427,000 ",0.55,2019,"1,810",427000,235.9116022,2022,34.2366363,-84.1421472,13117130411
4166,2135 GOLDMINE DR,6/15/20,"$452,300 ",1.64,1973,"3,449",452300,131.1394607,2020,34.2309711,-84.149635,13117130411
4167,2135 GOLDMINE DR,12/20/18,"$209,000 ",1.64,1973,"3,449",209000,60.59727457,2018,34.2309711,-84.149635,13117130411
4169,2135 HONEYSUCKLE DR,3/28/22,"$425,000 ",0.62,1985,"1,720",425000,247.0930233,2022,34.2362957,-84.1424212,13117130411
4172,2135 NESTLEDOWN DR,1/31/20,"$443,290 ",0.24,2019,"2,752",443290,161.0792151,2020,34.2275448,-84.1458427,13117130411
4184,2140 GOLDMINE DR,5/24/19,"$507,000 ",1.97,1978,"3,206",507000,158.1409857,2019,34.2303279,-84.1488518,13117130411
4198,2145 NESTLEDOWN DR,12/17/19,"$463,773 ",0.21,2019,"2,729",463773,169.9424698,2019,34.2277611,-84.1458427,13117130411
4232,2155 NESTLEDOWN DR,12/12/19,"$439,586 ",0.21,2019,"2,729",439586,161.0795163,2019,34.2279568,-84.1458633,13117130411
4259,2165 NESTLEDOWN DR,11/8/19,"$485,145 ",0.21,2019,"3,047",485145,159.2205448,2019,34.2281526,-84.1458839,13117130411
4276,2175 NESTLEDOWN DR,6/14/19,"$478,699 ",0.21,2019,"2,567",478699,186.4818855,2019,34.2283689,-84.1458839,13117130411
4296,2185 NESTLEDOWN DR,11/15/19,"$483,923 ",0.24,2019,"2,651",483923,182.5435685,2019,34.2285588,-84.1457809,13117130411
4311,2195 NESTLEDOWN DR,7/9/19,"$468,916 ",0.28,2019,"2,685",468916,174.6428305,2019,34.228718,-84.14565,13117130411
4322,2201 LEXINGTON GREEN PNES,3/26/21,"$361,770 ",0.06,2021,"2,423",361770,149.3066447,2021,34.2490541,-84.0980023,13117130411
4323,2202 LEXINGTON GREEN PNES,3/26/21,"$355,320 ",0.06,2021,"1,763",355320,201.5428247,2021,34.2490541,-84.0980023,13117130411
4326,2203 LEXINGTON GREEN PNES,3/26/21,"$365,000 ",0.06,2021,"2,423",365000,150.6397028,2021,34.2490604,-84.097658,13117130411
4327,2204 LEXINGTON GREEN PNES,3/26/21,"$384,690 ",0.06,2021,"2,423",384690,158.7659926,2021,34.2490539,-84.0980023,13117130411
4333,2205 GOLDMINE DR,3/30/21,"$350,000 ",1.36,1986,"2,744",350000,127.5510204,2021,34.2327551,-84.1498411,13117130411
4380,2225 ANTIOCH RD,8/9/19,"$450,000 ",4.12,1997,"3,131",450000,143.7240498,2019,34.237549,-84.1081399,13117130411
4414,2235 WEST BUCKEYE ST,5/29/18,"$182,000 ",0.55,1984,"1,874",182000,97.11846318,2018,34.2359791,-84.1439465,13117130411
4469,2265 MAYFAIR DR,5/4/22,"$425,000 ",0.13,2006,"1,752",425000,242.5799087,2022,34.2340858,-84.1034931,13117130411
4470,2265 MAYFAIR DR,8/15/18,"$230,000 ",0.13,2006,"1,752",230000,131.2785388,2018,34.2340858,-84.1034931,13117130411
4499,2285 MOUNTAIN LAUREL DR,11/17/22,"$569,000 ",2.5,1997,"2,692",569000,211.3670134,2022,34.2510669,-84.1210633,13117130411
4506,2295 MAYFAIR DR,9/20/19,"$230,000 ",0.09,2006,"1,688",230000,136.2559242,2019,34.2343736,-84.103854,13117130411
4528,2301 LEXINGTON GREEN PNES,2/5/21,"$357,135 ",0.06,2020,"2,314",357135,154.3366465,2021,34.2490359,-84.0980018,13117130411
4530,2302 LEXINGTON GREEN PNES,2/5/21,"$358,940 ",0.06,2020,"2,314",358940,155.1166811,2021,34.2490357,-84.0980018,13117130411
4531,2303 LEXINGTON GREEN PNES,2/5/21,"$308,985 ",0.06,2020,"1,786",308985,173.0039194,2021,34.2490355,-84.0980018,13117130411
4532,2304 LEXINGTON GREEN PNES,2/5/21,"$386,340 ",0.06,2020,"2,314",386340,166.9576491,2021,34.2490353,-84.0980018,13117130411
4575,2315 MAYFAIR DR,8/4/21,"$283,000 ",0.1,2006,"1,988",283000,142.3541247,2021,34.2345836,-84.1039468,13117130411
4693,2355 MAYFAIR DR,8/1/18,"$200,000 ",0.1,2006,"1,752",200000,114.1552511,2018,34.2350826,-84.1037509,13117130411
4714,2365 MAYFAIR DR,4/26/19,"$231,000 ",0.09,2006,"1,972",231000,117.1399594,2019,34.2351755,-84.1036581,13117130411
4788,2401 LEXINGTON GREEN PNES,1/22/21,"$333,060 ",0.06,2021,"2,190",333060,152.0821918,2021,34.2490172,-84.0980013,13117130411
4790,2402 LEXINGTON GREEN PNES,1/22/21,"$387,745 ",0.06,2021,"2,323",387745,166.9156263,2021,34.249017,-84.0980013,13117130411
4791,2403 LEXINGTON GREEN PNES,1/22/21,"$321,630 ",0.06,2021,"1,763",321630,182.4333522,2021,34.2490169,-84.0980013,13117130411
4792,2404 LEXINGTON GREEN PNES,1/22/21,"$325,700 ",0.06,2021,"1,796",325700,181.3474388,2021,34.2490167,-84.0980013,13117130411
4849,2415 GOLDMINE DR,5/11/18,"$282,500 ",1.42,1986,"2,625",282500,107.6190476,2018,34.2313357,-84.1532003,13117130411
4857,2415 MAYFAIR DR,7/3/18,"$217,000 ",0.08,2006,"1,752",217000,123.8584475,2018,34.2355411,-84.1031631,13117130411
4881,2420 MAYFAIR DR,8/16/19,"$229,000 ",0.08,2006,"1,732",229000,132.2170901,2019,34.2353935,-84.1027918,13117130411
4887,2420 VANDERBILT WAY,10/29/21,"$415,474 ",0.22,2021,"1,944",415474,213.7211934,2021,34.2504559,-84.1006673,13117130411
4905,2425 PILGRIM RD,6/18/21,"$140,000 ",1.31,1986,"1,616",140000,86.63366337,2021,34.23643,-84.104089,13117130411
4906,2425 SHELDON PL,4/15/19,"$221,400 ",0.09,2006,"1,972",221400,112.2718053,2019,34.2350827,-84.1026268,13117130411
4907,2425 SHELDON PL,2/22/18,"$210,000 ",0.09,2006,"1,972",210000,106.4908722,2018,34.2350827,-84.1026268,13117130411
4922,2430 MAYFAIR DR,5/22/19,"$225,000 ",0.08,2006,"1,752",225000,128.4246575,2019,34.2354351,-84.1026655,13117130411
4924,2430 SHELDON PL,6/24/22,"$315,000 ",0.09,2006,"1,752",315000,179.7945205,2022,34.2348369,-84.1029156,13117130411
4925,2430 SHELDON PL,7/27/18,"$222,500 ",0.09,2006,"1,752",222500,126.9977169,2018,34.2348369,-84.1029156,13117130411
4927,2430 VANDERBILT WAY,10/29/21,"$435,245 ",0.22,2021,"1,944",435245,223.8914609,2021,34.2504019,-84.1008942,13117130411
4961,2440 HONEYSUCKLE LN,6/4/21,"$1,100,000 ",3.53,2003,"4,383",1100000,250.9696555,2021,34.2332324,-84.1571364,13117130411
4982,2445 SHELDON PL,2/9/22,"$355,000 ",0.11,2006,"1,732",355000,204.965358,2022,34.234943,-84.1024205,13117130411
5001,2450 MAYFAIR DR,7/15/20,"$239,900 ",0.11,2006,"1,752",239900,136.9292237,2020,34.2355134,-84.1025855,13117130411
5017,2455 SHELDON PL,8/2/18,"$235,000 ",0.11,2006,"1,935",235000,121.4470284,2018,34.2348092,-84.102338,13117130411
5111,2495 MAYFAIR DR,3/12/21,"$263,000 ",0.1,2006,"1,752",263000,150.1141553,2021,34.2359282,-84.1022143,13117130411
5125,2501 LEXINGTON GREEN PNES,10/30/20,"$356,920 ",0.06,2020,"2,168",356920,164.6309963,2020,34.249393,-84.0983571,13117130411
5127,2502 LEXINGTON GREEN PNES,10/30/20,"$336,970 ",0.06,2020,"1,630",336970,206.7300613,2020,34.2489984,-84.0980008,13117130411
5128,2503 LEXINGTON GREEN PNES,10/30/20,"$390,760 ",0.06,2020,"2,314",390760,168.8677615,2020,34.249237,-84.0980783,13117130411
5129,2504 LEXINGTON GREEN PNES,10/30/20,"$386,135 ",0.06,2020,"2,314",386135,166.8690579,2020,34.2492374,-84.0980072,13117130411
5143,2505 SHELDON PL,5/5/20,"$237,500 ",0.1,2006,"1,752",237500,135.5593607,2020,34.2341641,-84.1024205,13117130411
5165,2510 SHELDON PL,7/29/21,"$287,000 ",0.15,2006,"1,732",287000,165.704388,2021,34.2343743,-84.1029671,13117130411
5167,2510 VANDERBILT WAY,10/15/21,"$432,327 ",0.22,2021,"2,119",432327,204.024068,2021,34.2503892,-84.1010799,13117130411
5193,2515 VANDERBILT WAY,10/15/21,"$414,560 ",0.2,2021,"1,944",414560,213.2510288,2021,34.2499494,-84.1013074,13117130411
5209,2520 ESSEX GLEN CV,4/2/21,"$457,246 ",0.23,2021,"2,208",457246,207.0860507,2021,34.2496763,-84.1011005,13117130411
5220,2520 RIDGE PARK DR,6/11/21,"$510,000 ",1.01,1996,"2,741",510000,186.0634805,2021,34.2308428,-84.1551169,13117130411
5222,2520 SHELDON PL,8/27/21,"$295,000 ",0.15,2006,"1,528",295000,193.0628272,2021,34.2341919,-84.1029981,13117130411
5223,2520 VANDERBILT WAY,2/18/22,"$427,035 ",0.22,2021,"2,114",427035,202.0033113,2022,34.2503959,-84.1012954,13117130411
5246,2525 SHELDON PL,6/4/21,"$277,000 ",0.13,2006,"1,752",277000,158.1050228,2021,34.2339557,-84.1025855,13117130411
5249,2525 VANDERBILT WAY,10/15/21,"$443,440 ",0.17,2021,"1,944",443440,228.1069959,2021,34.2499458,-84.1013067,13117130411
5263,2530 ESSEX GLEN CV,4/9/21,"$462,460 ",0.18,2021,"2,170",462460,213.1152074,2021,34.2495033,-84.1011005,13117130411
5280,2530 VANDERBILT WAY,2/18/22,"$460,484 ",0.22,2021,"2,447",460484,188.1830813,2022,34.2503225,-84.1014924,13117130411
5296,2535 SHELDON PL,1/4/21,"$242,000 ",0.14,2006,"1,528",242000,158.3769634,2021,34.2339976,-84.1027815,13117130411
5298,2535 VANDERBILT WAY,10/15/21,"$427,903 ",0.2,2021,"2,078",427903,205.9205967,2021,34.249826,-84.101513,13117130411
5310,2540 ESSEX GLEN CV,4/5/21,"$494,505 ",0.18,2021,"2,558",494505,193.3170446,2021,34.249287,-84.1011005,13117130411
5486,2590 BETTIS TRIBBLE GAP RD,2/1/21,"$395,000 ",2.36,1992,"1,651",395000,239.24894,2021,34.247512,-84.1444411,13117130411
5519,2601 LEXINGTON GREEN PNES,3/19/21,"$337,330 ",0.06,2021,"2,076",337330,162.4903661,2021,34.2491477,-84.0980048,13117130411
5521,2602 LEXINGTON GREEN PNES,3/19/21,"$327,125 ",0.06,2021,"1,796",327125,182.1408686,2021,34.2489798,-84.0980003,13117130411
5532,2605 PARK KNOLL WAY,6/25/21,"$394,370 ",0.24,2021,"2,038",394370,193.5083415,2021,34.2494667,-84.1004191,13117130411
5552,2610 ESSEX GLEN CV,9/11/20,"$464,720 ",0.18,2020,"2,532",464720,183.5387046,2020,34.249112,-84.1010592,13117130411
5570,2615 ESSEX GLEN CV,7/24/20,"$400,160 ",0.18,2020,"2,094",400160,191.0983763,2020,34.2491334,-84.1006055,13117130411
5579,2615 PARK KNOLL LN,4/30/21,"$398,390 ",0.25,2021,"2,171",398390,183.5052971,2021,34.2494922,-84.1004198,13117130411
5603,2620 CROSSWYND TER,6/5/19,"$299,900 ",0.8,1997,"2,050",299900,146.2926829,2019,34.2464775,-84.1463374,13117130411
5604,2620 CROSSWYND TER,11/15/18,"$289,000 ",0.8,1997,"2,050",289000,140.9756098,2018,34.2464775,-84.1463374,13117130411
5606,2620 ESSEX GLEN CV,9/11/20,"$553,325 ",0.19,2020,"2,610",553325,212.0019157,2020,34.2489389,-84.1010592,13117130411
5611,2620 PARK KNOLL LN,10/29/21,"$422,890 ",0.16,2021,"2,049",422890,206.3884822,2021,34.2491382,-84.1002548,13117130411
5621,2625 CROSSWYND TER,5/31/22,"$445,000 ",0.76,1998,"1,882",445000,236.4505845,2022,34.2466132,-84.1455541,13117130411
5623,2625 ESSEX GLEN CV,8/31/20,"$368,940 ",0.16,2020,"1,846",368940,199.8591549,2020,34.2489171,-84.1006055,13117130411
5635,2625 PARK KNOLL LN,6/25/21,"$390,365 ",0.23,2021,"2,398",390365,162.7877398,2021,34.2494803,-84.1001723,13117130411
5655,2630 ESSEX GLEN CV,9/16/22,"$724,500 ",0.19,2020,"2,281",724500,317.6238492,2022,34.2487659,-84.1010592,13117130411
5656,2630 ESSEX GLEN CV,9/25/20,"$528,120 ",0.19,2020,"2,281",528120,231.5300307,2020,34.2487659,-84.1010592,13117130411
5665,2630 PARK KNOLL LN,10/29/21,"$495,540 ",0.16,2021,"2,319",495540,213.686934,2021,34.2491303,-84.1000898,13117130411
5684,2635 ESSEX GLEN CV,7/24/20,"$369,005 ",0.19,2020,"2,168",369005,170.2052583,2020,34.2487873,-84.1006055,13117130411
5695,2635 PARK KNOLL LN,6/25/21,"$400,480 ",0.21,2021,"2,398",400480,167.0058382,2021,34.2494684,-84.0999248,13117130411
5717,2640 ENGLEWOOD DR,9/14/18,"$258,000 ",0.09,2005,"1,898",258000,135.9325606,2018,34.2360537,-84.1012242,13117130411
5733,2640 PARK KNOLL LN,8/28/20,"$399,240 ",0.16,2020,"2,259",399240,176.7330677,2020,34.2490977,-84.0998629,13117130411
5748,2645 ESSEX GLEN CV,12/18/20,"$399,273 ",0.16,2020,"1,907",399273,209.3723125,2020,34.2487056,-84.1002548,13117130411
5757,2645 PARK KNOLL LN,6/25/21,"$421,600 ",0.2,2021,"2,351",421600,179.3279456,2021,34.2494605,-84.0997598,13117130411
5776,2650 ENGLEWOOD DR,6/22/20,"$263,500 ",0.09,2005,"2,140",263500,123.1308411,2020,34.2361835,-84.1012242,13117130411
5784,2650 PARK KNOLL LN,8/14/20,"$374,320 ",0.16,2020,"2,011",374320,186.1362506,2020,34.2490858,-84.0996154,13117130411
5796,2655 CROSSWYND TER,9/21/22,"$520,000 ",0.75,1997,"2,294",520000,226.6782912,2022,34.2462356,-84.1448946,13117130411
5798,2655 ESSEX GLEN CV,3/11/21,"$407,730 ",0.16,2020,"2,325",407730,175.3677419,2021,34.2486976,-84.1000898,13117130411
5807,2655 PARK KNOLL LN,10/9/20,"$396,215 ",0.2,2020,"2,171",396215,182.5034546,2020,34.2494486,-84.0995122,13117130411
5826,2660 CROSSWYND TER,7/29/20,"$429,900 ",1.02,1998,"2,350",429900,182.9361702,2020,34.2455906,-84.144977,13117130411
5827,2660 CROSSWYND TER,4/24/18,"$300,000 ",1.02,1998,"2,350",300000,127.6595745,2018,34.2455906,-84.144977,13117130411
5833,2660 PARK KNOLL LN,8/14/20,"$380,405 ",0.16,2020,"2,054",380405,185.2020448,2020,34.2490985,-84.0994297,13117130411
5840,2665 CROSSWYND TER,9/30/20,"$412,500 ",1.01,1998,"1,875",412500,220.0,2020,34.2457174,-84.1444618,13117130411
5851,2665 PARK KNOLL LN,10/9/20,"$408,455 ",0.2,2020,"2,448",408455,166.8525327,2020,34.2495232,-84.0992647,13117130411
5873,2670 PARK KNOLL LN,8/14/20,"$362,490 ",0.16,2020,"2,129",362490,170.2630343,2020,34.2490866,-84.0991822,13117130411
5892,2675 PARK KNOLL LN,12/8/20,"$402,330 ",0.2,2020,"1,866",402330,215.6109325,2020,34.2495113,-84.0990172,13117130411
5910,2680 PARK KNOLL LN,9/11/20,"$423,720 ",0.19,2020,"2,490",423720,170.1686747,2020,34.2490747,-84.0989347,13117130411
5923,2685 PARK KNOLL LN,12/8/20,"$435,690 ",0.2,2020,"2,334",435690,186.6709512,2020,34.2494994,-84.0987697,13117130411
5969,2701 LEXINGTON GREEN PNES,11/13/20,"$301,115 ",0.06,2020,"1,630",301115,184.7331288,2020,34.2490552,-84.0980023,13117130411
5971,2702 LEXINGTON GREEN PNES,11/13/20,"$312,820 ",0.06,2020,"1,786",312820,175.1511758,2020,34.2490543,-84.0980023,13117130411
5973,2703 LEXINGTON GREEN PNES,11/13/20,"$371,395 ",0.06,2020,"2,168",371395,171.3076568,2020,34.2490469,-84.0983571,13117130411
5974,2704 LEXINGTON GREEN PNES,11/13/20,"$291,800 ",0.06,2020,"1,784",291800,163.5650224,2020,34.2489608,-84.0979998,13117130411
5982,2705 ESSEX GLEN CV,10/9/20,"$402,170 ",0.16,2020,"2,223",402170,180.9131804,2020,34.2487723,-84.0998423,13117130411
6004,2710 ENGLEWOOD DR,2/22/19,"$250,000 ",0.09,2005,"2,140",250000,116.8224299,2019,34.2362661,-84.1011417,13117130411
6005,2710 ESSEX GLEN CV,6/11/21,"$407,400 ",0.2,2021,"2,131",407400,191.1778508,2021,34.2483396,-84.0998423,13117130411
6009,2710 HEATHERWYN WAY,11/4/21,"$500,000 ",0.86,1998,"2,769",500000,180.5706031,2021,34.2475512,-84.1479862,13117130411
6018,2710 MAYFAIR DR,6/22/18,"$255,000 ",0.13,2008,"1,898",255000,134.3519494,2018,34.2351714,-84.1008556,13117130411
6032,2715 ESSEX GLEN CV,11/17/20,"$411,650 ",0.16,2020,"2,129",411650,193.3536872,2020,34.2487604,-84.0995948,13117130411
6059,2720 ESSEX GLEN CV,6/11/21,"$396,875 ",0.16,2021,"1,944",396875,204.1538066,2021,34.2483277,-84.0995948,13117130411
6081,2725 COLUMBUS CIR,7/24/20,"$419,360 ",0.16,2020,"2,440",419360,171.8688525,2020,34.2480761,-84.0997598,13117130411
6085,2725 ESSEX GLEN CV,8/20/21,"$484,555 ",0.16,2020,"2,545",484555,190.3948919,2021,34.2487524,-84.0994297,13117130411
6105,2729 BETTIS TRIBBLE GAP RD,3/11/19,"$56,000 ",1.09,1984,"1,736",56000,32.25806452,2019,34.2510773,-84.1484396,13117130411
6120,2730 ESSEX GLEN CV,6/11/21,"$394,050 ",0.16,2021,"1,978",394050,199.2163802,2021,34.2483385,-84.0993679,13117130411
6127,2730 MAYFAIR DR,6/15/20,"$254,900 ",0.1,2006,"2,060",254900,123.7378641,2020,34.2353373,-84.1006478,13117130411
6128,2730 MAYFAIR DR,5/22/18,"$235,000 ",0.1,2006,"2,060",235000,114.0776699,2018,34.2353373,-84.1006478,13117130411
6139,2735 COLUMBUS CIR,7/6/20,"$373,620 ",0.16,2020,"1,917",373620,194.8982786,2020,34.2479816,-84.0995948,13117130411
6143,2735 ESSEX GLEN CV,8/19/21,"$423,710 ",0.16,2020,"1,846",423710,229.5287107,2021,34.2487747,-84.099189,13117130411
6170,2740 ESSEX GLEN CV,6/11/21,"$427,250 ",0.16,2021,"2,251",427250,189.8045313,2021,34.2483944,-84.0991822,13117130411
6176,2740 MERRILAW LN,1/8/19,"$369,900 ",0.85,2000,"2,696",369900,137.2032641,2019,34.2455512,-84.1486869,13117130411
6183,2745 BELLEGLADE PTE,1/14/21,"$250,000 ",0.09,2008,"1,526",250000,163.8269987,2021,34.2343994,-84.1010091,13117130411
6184,2745 BELLEGLADE PTE,2/21/20,"$229,000 ",0.09,2008,"1,526",229000,150.0655308,2020,34.2343994,-84.1010091,13117130411
6187,2745 COLUMBUS CIR,6/25/21,"$480,000 ",0.16,2020,"2,272",480000,211.2676056,2021,34.2480563,-84.0993472,13117130411
6188,2745 COLUMBUS CIR,7/8/20,"$426,140 ",0.16,2020,"2,272",426140,187.5616197,2020,34.2480563,-84.0993472,13117130411
6192,2745 ESSEX GLEN CV,2/16/22,"$487,265 ",0.19,2021,"2,354",487265,206.9944775,2022,34.2487512,-84.0989553,13117130411
6200,2745 MAYFAIR DR,5/4/18,"$198,500 ",0.11,2005,"1,752",198500,113.2990868,2018,34.2356688,-84.1009476,13117130411
6214,2750 ESSEX GLEN CV,4/30/21,"$439,600 ",0.16,2021,"2,360",439600,186.2711864,2021,34.2483825,-84.0989347,13117130411
6230,2755 COLUMBUS CIR,7/6/20,"$400,645 ",0.16,2020,"2,460",400645,162.8638211,2020,34.2480483,-84.0991822,13117130411
6265,2765 BETTIS TRIBBLE GAP RD,2/25/21,"$375,000 ",5.75,1926,"1,818",375000,206.2706271,2021,34.2524932,-84.1445648,13117130411
6268,2765 COLUMBUS CIR,7/6/20,"$443,090 ",0.16,2020,"2,460",443090,180.1178862,2020,34.2480364,-84.0989347,13117130411
6270,2765 ENGLEWOOD DR,10/9/20,"$272,000 ",0.08,2006,"1,752",272000,155.2511416,2020,34.2369251,-84.101348,13117130411
6289,2770 ENGLEWOOD DR,5/31/18,"$216,000 ",0.1,2008,"1,752",216000,123.2876712,2018,34.2369032,-84.1008942,13117130411
6307,2775 ENGLEWOOD DR,1/22/21,"$295,000 ",0.1,2007,"2,160",295000,136.5740741,2021,34.2370549,-84.101348,13117130411
6328,2785 BELLEGLADE PTE,5/16/19,"$238,000 ",0.12,2008,"1,752",238000,135.8447489,2019,34.2339808,-84.1013067,13117130411
6346,2790 MAYFAIR DR,7/16/20,"$235,000 ",0.08,2005,"1,528",235000,153.7958115,2020,34.2360145,-84.1003925,13117130411
6370,2801 LEXINGTON GREEN PNES,8/6/21,"$373,505 ",0.06,2021,"2,313",373505,161.4807609,2021,34.2489427,-84.0979993,13117130411
6372,2802 LEXINGTON GREEN PNES,8/12/21,"$409,800 ",0.06,2021,"2,423",409800,169.1291787,2021,34.2487619,-84.0976849,13117130411
6373,2803 LEXINGTON GREEN PNES,8/6/21,"$384,385 ",0.06,2021,"2,423",384385,158.6401156,2021,34.2489426,-84.0979993,13117130411
6374,2804 LEXINGTON GREEN PNES,8/11/21,"$355,150 ",0.06,2021,"2,346",355150,151.3853367,2021,34.2489426,-84.0979993,13117130411
6412,2810 SOUTHFIELD TRL,11/6/20,"$425,000 ",0.99,1999,"2,426",425000,175.1854905,2020,34.2475452,-84.150583,13117130411
6421,2815 BELLEGLADE PTE,10/29/18,"$197,000 ",0.12,2008,"1,752",197000,112.4429224,2018,34.2340439,-84.1017193,13117130411
6429,2815 ENGLEWOOD DR,8/24/18,"$242,000 ",0.09,2007,"1,898",242000,127.5026344,2018,34.237397,-84.1012655,13117130411
6454,2820 CENTERGLEN LN,3/14/19,"$252,000 ",0.13,2005,"3,256",252000,77.3955774,2019,34.2376335,-84.1025855,13117130411
6470,2820 MAYFAIR DR,10/18/19,"$221,000 ",0.08,2005,"1,752",221000,126.1415525,2019,34.2361824,-84.1002656,13117130411
6489,2825 ENGLEWOOD DR,6/15/22,"$401,500 ",0.1,2008,"2,028",401500,197.9783037,2022,34.2375165,-84.1012758,13117130411
6492,2825 MERRILAW LN,8/16/18,"$350,000 ",0.84,1998,"1,875",350000,186.6666667,2018,34.2452838,-84.1467083,13117130411
6524,2830 HEATHERWYN WAY,7/15/21,"$520,000 ",0.9,2000,"2,918",520000,178.2042495,2021,34.2466819,-84.1506242,13117130411
6531,2830 MERRILAW LN,10/3/22,"$525,000 ",1.17,1999,"2,389",525000,219.7572206,2022,34.2445187,-84.1469969,13117130411
6590,2840 ENGLEWOOD DR,4/9/21,"$270,000 ",0.1,2007,"1,752",270000,154.109589,2021,34.2375902,-84.1007685,13117130411
6606,2840 WILLOW HILL CT,4/19/19,"$360,000 ",1.31,1997,"2,338",360000,153.9777588,2019,34.2447035,-84.1490579,13117130411
6620,2845 CENTERGLEN LN,5/28/21,"$292,000 ",0.17,2005,"2,064",292000,141.4728682,2021,34.2379642,-84.1031631,13117130411
6624,2845 ENGLEWOOD DR,8/28/20,"$269,000 ",0.11,2008,"2,060",269000,130.5825243,2020,34.2377392,-84.101183,13117130411
6654,2850 CENTERGLEN LN,6/15/18,"$240,000 ",0.17,2005,"2,488",240000,96.46302251,2018,34.2380722,-84.1027093,13117130411
6665,2850 MERRILAW LN,8/3/18,"$350,000 ",1.75,1998,"2,438",350000,143.5602953,2018,34.2443575,-84.1463374,13117130411
6717,2860 MAYFAIR DR,3/4/22,"$395,000 ",0.08,2006,"1,988",395000,198.6921529,2022,34.2366064,-84.1001001,13117130411
6718,2860 MERRILAW LN,10/7/21,"$461,000 ",0.75,1997,"2,458",461000,187.5508544,2021,34.2445246,-84.1453068,13117130411
6719,2860 MERRILAW LN,3/29/19,"$347,000 ",0.75,1997,"2,458",347000,141.1716843,2019,34.2445246,-84.1453068,13117130411
6747,2865 ENGLEWOOD DR,10/30/20,"$275,000 ",0.09,2013,"2,014",275000,136.5441907,2020,34.237912,-84.1010214,13117130411
6801,2875 CENTERGLEN LN,10/30/19,"$302,500 ",0.16,2005,"2,855",302500,105.9544658,2019,34.2384528,-84.1029774,13117130411
6851,2885 MAYFAIR DR,6/25/21,"$301,000 ",0.1,2006,"1,988",301000,151.4084507,2021,34.2369247,-84.1004404,13117130411
6872,2890 MAYFAIR DR,5/28/21,"$306,000 ",0.09,2006,"1,732",306000,176.6743649,2021,34.236947,-84.1000126,13117130411
6885,2895 MAYFAIR DR,5/16/22,"$397,000 ",0.09,2006,"1,752",397000,226.5981735,2022,34.2370545,-84.1004404,13117130411
6886,2895 MAYFAIR DR,5/22/20,"$229,570 ",0.09,2006,"1,752",229570,131.033105,2020,34.2370545,-84.1004404,13117130411
6899,2901 ESSEX GLEN CV,7/9/21,"$428,930 ",0.06,2020,"2,314",428930,185.3630078,2021,34.2487613,-84.0989556,13117130411
6900,2902 LEXINGTON GREEN PNES,7/9/21,"$347,010 ",0.06,2020,"1,786",347010,194.2945129,2021,34.2489426,-84.0979993,13117130411
6914,2905 SOUTHFIELD TRL,7/24/20,"$425,000 ",0.79,1999,"2,538",425000,167.4546887,2020,34.2464734,-84.1516959,13117130411
6920,2905 WHITTIER WAY,7/27/21,"$350,000 ",0.15,2006,"2,506",350000,139.6648045,2021,34.2385894,-84.1026681,13117130411
6968,2915 SOUTHFIELD TRL,7/28/21,"$465,000 ",0.75,1999,"2,604",465000,178.5714286,2021,34.246316,-84.1520256,13117130411
7001,2920 WHITTIER WAY,10/10/19,"$297,500 ",0.18,2006,"3,256",297500,91.36977887,2019,34.2390161,-84.1025443,13117130411
7058,2930 WHITTIER WAY,12/16/19,"$270,000 ",0.17,2006,"2,855",270000,94.5709282,2019,34.2391126,-84.1027506,13117130411
7077,2935 HEATHERWYN WAY,8/2/19,"$397,000 ",0.91,1998,"2,706",397000,146.7110126,2019,34.2466898,-84.1498823,13117130411
7090,2935 WHITTIER WAY,5/4/18,"$230,000 ",0.22,2006,"2,346",230000,98.03921569,2018,34.2387251,-84.1027918,13117130411
7110,2940 SOUTHFIELD TRL,10/6/20,"$432,000 ",1.51,2008,"2,816",432000,153.4090909,2020,34.24619,-84.1539216,13117130411
7113,2940 WHITTIER WAY,9/20/18,"$293,000 ",0.15,2018,"2,428",293000,120.675453,2018,34.2391225,-84.1029568,13117130411
7114,2940 WHITTIER WAY,10/28/21,"$364,900 ",0.15,2018,"2,428",364900,150.2883031,2021,34.2391225,-84.1029568,13117130411
